StopNumber	PeriodName	TotalCount
14119	weekendPMpeak	40
14121	weekdayAMpeak	24
14121	weekdayNonpeak	30
14121	weekdayPMpeak	34
14121	weekendAMpeak	62
14121	weekendNonpeak	16
14121	weekendPMpeak	57
14129	weekdayAMpeak	38
14129	weekdayNonpeak	4
14129	weekdayPMpeak	8
14129	weekendAMpeak	36
14129	weekendNonpeak	27
14129	weekendPMpeak	5
14131	weekdayAMpeak	14
14131	weekdayNonpeak	10
14131	weekdayPMpeak	18
14131	weekendAMpeak	45
14131	weekendNonpeak	57
14131	weekendPMpeak	24
14139	weekdayAMpeak	54
14139	weekdayNonpeak	45
14139	weekdayPMpeak	65
14139	weekendAMpeak	29
14139	weekendNonpeak	53
14139	weekendPMpeak	63
14141	weekdayAMpeak	41
14141	weekdayNonpeak	25
14141	weekdayPMpeak	19
14141	weekendAMpeak	25
14141	weekendNonpeak	27
14141	weekendPMpeak	46
14151	weekdayAMpeak	2
14151	weekdayNonpeak	48
14151	weekdayPMpeak	58
14151	weekendAMpeak	3
14151	weekendNonpeak	45
14151	weekendPMpeak	44
14159	weekdayAMpeak	6
14159	weekdayNonpeak	44
14159	weekdayPMpeak	68
14159	weekendAMpeak	65
14159	weekendNonpeak	8
14159	weekendPMpeak	47
14221	weekdayAMpeak	5
14221	weekdayNonpeak	0
14221	weekdayPMpeak	36
14221	weekendAMpeak	61
14221	weekendNonpeak	3
14221	weekendPMpeak	53
14229	weekdayAMpeak	64
14229	weekdayNonpeak	66
14229	weekdayPMpeak	50
14229	weekendAMpeak	32
14229	weekendNonpeak	33
14229	weekendPMpeak	56
14231	weekdayAMpeak	47
14231	weekdayNonpeak	36
14231	weekdayPMpeak	1
14231	weekendAMpeak	38
14231	weekendNonpeak	58
14231	weekendPMpeak	54
14239	weekdayAMpeak	47
14239	weekdayNonpeak	13
14239	weekdayPMpeak	9
14239	weekendAMpeak	22
14239	weekendNonpeak	59
14239	weekendPMpeak	27
14271	weekdayAMpeak	48
14271	weekdayNonpeak	13
14271	weekdayPMpeak	47
14271	weekendAMpeak	35
14271	weekendNonpeak	13
14271	weekendPMpeak	42
14279	weekdayAMpeak	29
14279	weekdayNonpeak	52
14279	weekdayPMpeak	23
14279	weekendAMpeak	36
14279	weekendNonpeak	38
14279	weekendPMpeak	31
14281	weekdayAMpeak	6
14281	weekdayNonpeak	45
14281	weekdayPMpeak	16
14281	weekendAMpeak	10
14281	weekendNonpeak	10
14281	weekendPMpeak	41
14291	weekdayAMpeak	36
14291	weekdayNonpeak	52
14291	weekdayPMpeak	7
14291	weekendAMpeak	51
14291	weekendNonpeak	14
14291	weekendPMpeak	6
14299	weekdayAMpeak	27
14299	weekdayNonpeak	28
14299	weekdayPMpeak	56
14299	weekendAMpeak	39
14299	weekendNonpeak	66
14299	weekendPMpeak	10
14331	weekdayAMpeak	15
14331	weekdayNonpeak	36
14331	weekdayPMpeak	39
14331	weekendAMpeak	4
14331	weekendNonpeak	55
14331	weekendPMpeak	53
14339	weekdayAMpeak	35
14339	weekdayNonpeak	62
14339	weekdayPMpeak	52
14339	weekendAMpeak	39
14339	weekendNonpeak	1
14339	weekendPMpeak	50
14341	weekdayAMpeak	0
14341	weekdayNonpeak	52
14341	weekdayPMpeak	4
14341	weekendAMpeak	37
14341	weekendNonpeak	30
14341	weekendPMpeak	20
14349	weekdayAMpeak	39
14349	weekdayNonpeak	61
14349	weekdayPMpeak	0
14349	weekendAMpeak	41
14349	weekendNonpeak	36
14349	weekendPMpeak	10
14351	weekdayAMpeak	45
14351	weekdayNonpeak	52
14351	weekdayPMpeak	12
14351	weekendAMpeak	8
14351	weekendNonpeak	9
14351	weekendPMpeak	21
14359	weekdayAMpeak	34
14359	weekdayNonpeak	64
14359	weekdayPMpeak	60
14359	weekendAMpeak	35
14359	weekendNonpeak	8
14359	weekendPMpeak	1
14379	weekdayAMpeak	41
14379	weekdayNonpeak	66
14379	weekdayPMpeak	48
14379	weekendAMpeak	34
14379	weekendNonpeak	13
14379	weekendPMpeak	8
14381	weekdayAMpeak	57
14381	weekdayNonpeak	53
14381	weekdayPMpeak	45
14381	weekendAMpeak	25
14381	weekendNonpeak	7
14381	weekendPMpeak	38
14389	weekdayAMpeak	49
14389	weekdayNonpeak	30
14389	weekdayPMpeak	5
14389	weekendAMpeak	35
14389	weekendNonpeak	6
14389	weekendPMpeak	13
14391	weekdayAMpeak	30
14391	weekdayNonpeak	40
14391	weekdayPMpeak	47
14391	weekendAMpeak	44
14391	weekendNonpeak	50
14391	weekendPMpeak	23
14399	weekdayAMpeak	3
14399	weekdayNonpeak	29
14399	weekdayPMpeak	38
14399	weekendAMpeak	20
14399	weekendNonpeak	15
14399	weekendPMpeak	47
14491	weekdayAMpeak	4
14491	weekdayNonpeak	63
14491	weekdayPMpeak	67
14491	weekendAMpeak	30
14491	weekendNonpeak	28
14491	weekendPMpeak	35
14499	weekdayAMpeak	1
14499	weekdayNonpeak	20
14499	weekdayPMpeak	4
14499	weekendAMpeak	51
14499	weekendNonpeak	28
14499	weekendPMpeak	50
16091	weekdayAMpeak	12
16091	weekdayNonpeak	43
16091	weekdayPMpeak	47
16091	weekendAMpeak	45
16091	weekendNonpeak	62
16091	weekendPMpeak	28
16099	weekdayAMpeak	19
16099	weekdayNonpeak	1
16099	weekdayPMpeak	18
16099	weekendAMpeak	31
16099	weekendNonpeak	11
16099	weekendPMpeak	27
16149	weekdayAMpeak	64
16149	weekdayNonpeak	2
16149	weekdayPMpeak	47
16149	weekendAMpeak	2
16149	weekendNonpeak	68
16149	weekendPMpeak	1
16159	weekdayAMpeak	43
16159	weekdayNonpeak	8
16159	weekdayPMpeak	15
16159	weekendAMpeak	59
16159	weekendNonpeak	35
16159	weekendPMpeak	3
16169	weekdayAMpeak	2
16169	weekdayNonpeak	19
16169	weekdayPMpeak	25
16169	weekendAMpeak	54
16169	weekendNonpeak	8
16169	weekendPMpeak	12
16179	weekdayAMpeak	4
16179	weekdayNonpeak	65
16179	weekdayPMpeak	13
16179	weekendAMpeak	41
16179	weekendNonpeak	12
16179	weekendPMpeak	43
16189	weekdayAMpeak	63
16189	weekdayNonpeak	60
16189	weekdayPMpeak	41
16189	weekendAMpeak	3
16189	weekendNonpeak	57
16189	weekendPMpeak	56
16199	weekdayAMpeak	38
16199	weekdayNonpeak	27
16199	weekdayPMpeak	59
16199	weekendAMpeak	40
16199	weekendNonpeak	27
16199	weekendPMpeak	3
17009	weekdayAMpeak	18
17009	weekdayNonpeak	58
17009	weekdayPMpeak	9
17009	weekendAMpeak	26
17009	weekendNonpeak	35
17009	weekendPMpeak	26
17091	weekdayAMpeak	21
17091	weekdayNonpeak	26
17091	weekdayPMpeak	0
17091	weekendAMpeak	6
17091	weekendNonpeak	40
17091	weekendPMpeak	24
17099	weekdayAMpeak	66
17099	weekdayNonpeak	14
17099	weekdayPMpeak	64
17099	weekendAMpeak	47
17099	weekendNonpeak	2
17099	weekendPMpeak	16
17101	weekdayAMpeak	56
17101	weekdayNonpeak	33
17101	weekdayPMpeak	67
17101	weekendAMpeak	34
17101	weekendNonpeak	31
17101	weekendPMpeak	2
17109	weekdayAMpeak	43
17109	weekdayNonpeak	63
17109	weekdayPMpeak	17
17109	weekendAMpeak	33
17109	weekendNonpeak	35
17109	weekendPMpeak	42
17111	weekdayAMpeak	34
17111	weekdayNonpeak	11
17111	weekdayPMpeak	18
17111	weekendAMpeak	36
17111	weekendNonpeak	25
17111	weekendPMpeak	10
17119	weekdayAMpeak	18
17119	weekdayNonpeak	62
17119	weekdayPMpeak	42
17119	weekendAMpeak	46
17119	weekendNonpeak	55
17119	weekendPMpeak	45
17121	weekdayAMpeak	2
17121	weekdayNonpeak	43
17121	weekdayPMpeak	45
17121	weekendAMpeak	53
17121	weekendNonpeak	26
17121	weekendPMpeak	41
17129	weekdayAMpeak	13
17129	weekdayNonpeak	57
17129	weekdayPMpeak	32
17129	weekendAMpeak	65
17129	weekendNonpeak	43
17129	weekendPMpeak	8
17131	weekdayAMpeak	29
17131	weekdayNonpeak	55
17131	weekdayPMpeak	7
17131	weekendAMpeak	49
17131	weekendNonpeak	60
17131	weekendPMpeak	10
17139	weekdayAMpeak	36
17139	weekdayNonpeak	42
17139	weekdayPMpeak	31
17139	weekendAMpeak	18
17139	weekendNonpeak	65
17139	weekendPMpeak	9
17141	weekdayAMpeak	7
17141	weekdayNonpeak	3
17141	weekdayPMpeak	31
17141	weekendAMpeak	47
17141	weekendNonpeak	16
17141	weekendPMpeak	14
17149	weekdayAMpeak	16
17149	weekdayNonpeak	45
17149	weekdayPMpeak	27
17149	weekendAMpeak	8
17149	weekendNonpeak	45
17149	weekendPMpeak	35
17151	weekdayAMpeak	31
17151	weekdayNonpeak	12
17151	weekdayPMpeak	63
17151	weekendAMpeak	57
17151	weekendNonpeak	21
17151	weekendPMpeak	67
17159	weekdayAMpeak	52
17159	weekdayNonpeak	59
17159	weekdayPMpeak	22
17159	weekendAMpeak	52
17159	weekendNonpeak	42
17159	weekendPMpeak	60
17161	weekdayAMpeak	63
17161	weekdayNonpeak	32
17161	weekdayPMpeak	49
17161	weekendAMpeak	58
17161	weekendNonpeak	46
17161	weekendPMpeak	51
17171	weekdayAMpeak	20
17171	weekdayNonpeak	23
17171	weekdayPMpeak	44
17171	weekendAMpeak	4
17171	weekendNonpeak	38
17171	weekendPMpeak	33
17221	weekdayAMpeak	0
17221	weekdayNonpeak	23
17221	weekdayPMpeak	50
17221	weekendAMpeak	59
17221	weekendNonpeak	58
17221	weekendPMpeak	63
17229	weekdayAMpeak	67
17229	weekdayNonpeak	62
17229	weekdayPMpeak	25
17229	weekendAMpeak	11
17229	weekendNonpeak	18
17229	weekendPMpeak	17
17239	weekdayAMpeak	12
17239	weekdayNonpeak	55
17239	weekdayPMpeak	43
17239	weekendAMpeak	28
17239	weekendNonpeak	53
17239	weekendPMpeak	60
18041	weekdayAMpeak	30
18041	weekdayNonpeak	51
18041	weekdayPMpeak	7
18041	weekendAMpeak	3
18041	weekendNonpeak	43
18041	weekendPMpeak	31
18049	weekdayAMpeak	27
18049	weekdayNonpeak	67
18049	weekdayPMpeak	52
18049	weekendAMpeak	40
18049	weekendNonpeak	38
18049	weekendPMpeak	8
18071	weekdayAMpeak	59
18071	weekdayNonpeak	21
18071	weekdayPMpeak	6
18071	weekendAMpeak	31
18071	weekendNonpeak	18
18071	weekendPMpeak	11
18079	weekdayAMpeak	67
18079	weekdayNonpeak	64
18079	weekdayPMpeak	67
18079	weekendAMpeak	11
18079	weekendNonpeak	32
18079	weekendPMpeak	54
18101	weekdayAMpeak	33
18101	weekdayNonpeak	38
18101	weekdayPMpeak	68
18101	weekendAMpeak	42
18101	weekendNonpeak	49
18101	weekendPMpeak	64
18109	weekdayAMpeak	59
18109	weekdayNonpeak	16
18109	weekdayPMpeak	64
18109	weekendAMpeak	57
18109	weekendNonpeak	53
18109	weekendPMpeak	59
18111	weekdayAMpeak	54
18111	weekdayNonpeak	34
18111	weekdayPMpeak	49
18111	weekendAMpeak	38
18111	weekendNonpeak	48
18111	weekendPMpeak	63
18119	weekdayAMpeak	58
18119	weekdayNonpeak	42
18119	weekdayPMpeak	21
18119	weekendAMpeak	18
18119	weekendNonpeak	61
18119	weekendPMpeak	22
18131	weekdayAMpeak	21
18131	weekdayNonpeak	34
18131	weekdayPMpeak	34
18131	weekendAMpeak	16
18131	weekendNonpeak	68
18131	weekendPMpeak	67
18141	weekdayAMpeak	4
18141	weekdayNonpeak	9
18141	weekdayPMpeak	17
18141	weekendAMpeak	24
18141	weekendNonpeak	50
18141	weekendPMpeak	13
18149	weekdayAMpeak	1
18149	weekdayNonpeak	64
18149	weekdayPMpeak	52
18149	weekendAMpeak	67
18149	weekendNonpeak	26
18149	weekendPMpeak	0
19021	weekdayAMpeak	43
19021	weekdayNonpeak	63
19021	weekdayPMpeak	21
19021	weekendAMpeak	8
19021	weekendNonpeak	34
19021	weekendPMpeak	67
19029	weekdayAMpeak	58
19029	weekdayNonpeak	2
19029	weekdayPMpeak	18
19029	weekendAMpeak	60
19029	weekendNonpeak	8
19029	weekendPMpeak	32
19031	weekdayAMpeak	57
19031	weekdayNonpeak	4
19031	weekdayPMpeak	0
19031	weekendAMpeak	34
19031	weekendNonpeak	12
19031	weekendPMpeak	47
19039	weekdayAMpeak	50
19039	weekdayNonpeak	40
19039	weekdayPMpeak	57
19039	weekendAMpeak	51
19039	weekendNonpeak	62
19039	weekendPMpeak	68
19041	weekdayAMpeak	19
19041	weekdayNonpeak	19
19041	weekdayPMpeak	5
19041	weekendAMpeak	6
19041	weekendNonpeak	66
19041	weekendPMpeak	67
19049	weekdayAMpeak	66
19049	weekdayNonpeak	61
19049	weekdayPMpeak	52
19049	weekendAMpeak	22
19049	weekendNonpeak	33
19049	weekendPMpeak	37
19071	weekdayAMpeak	12
19071	weekdayNonpeak	41
19071	weekdayPMpeak	53
19071	weekendAMpeak	61
19071	weekendNonpeak	36
19071	weekendPMpeak	14
19081	weekdayAMpeak	59
19081	weekdayNonpeak	48
19081	weekdayPMpeak	23
19081	weekendAMpeak	5
19081	weekendNonpeak	43
19081	weekendPMpeak	16
19089	weekdayAMpeak	23
19089	weekdayNonpeak	65
19089	weekdayPMpeak	8
19089	weekendAMpeak	8
19089	weekendNonpeak	41
19089	weekendPMpeak	45
19091	weekdayAMpeak	9
19091	weekdayNonpeak	17
19091	weekdayPMpeak	20
19091	weekendAMpeak	25
19091	weekendNonpeak	5
19091	weekendPMpeak	60
19099	weekdayAMpeak	25
19099	weekdayNonpeak	48
19099	weekdayPMpeak	18
19099	weekendAMpeak	7
19099	weekendNonpeak	39
19099	weekendPMpeak	30
20011	weekdayAMpeak	10
20011	weekdayNonpeak	27
20011	weekdayPMpeak	27
20011	weekendAMpeak	0
20011	weekendNonpeak	67
20011	weekendPMpeak	56
20019	weekdayAMpeak	35
20019	weekdayNonpeak	36
20019	weekdayPMpeak	30
20019	weekendAMpeak	35
20019	weekendNonpeak	49
20019	weekendPMpeak	18
20021	weekdayAMpeak	38
20021	weekdayNonpeak	35
20021	weekdayPMpeak	47
20021	weekendAMpeak	44
20021	weekendNonpeak	50
20021	weekendPMpeak	67
20029	weekdayAMpeak	56
20029	weekdayNonpeak	31
20029	weekdayPMpeak	41
20029	weekendAMpeak	50
20029	weekendNonpeak	65
20029	weekendPMpeak	58
20031	weekdayAMpeak	47
20031	weekdayNonpeak	31
20031	weekdayPMpeak	52
20031	weekendAMpeak	26
20031	weekendNonpeak	15
20031	weekendPMpeak	63
20039	weekdayAMpeak	1
20039	weekdayNonpeak	50
20039	weekdayPMpeak	6
20039	weekendAMpeak	38
20039	weekendNonpeak	9
20039	weekendPMpeak	15
20051	weekdayAMpeak	29
20051	weekdayNonpeak	55
20051	weekdayPMpeak	10
20051	weekendAMpeak	6
20051	weekendNonpeak	12
20051	weekendPMpeak	1
20059	weekdayAMpeak	42
20059	weekdayNonpeak	67
20059	weekdayPMpeak	7
20059	weekendAMpeak	43
20059	weekendNonpeak	38
20059	weekendPMpeak	21
20271	weekdayAMpeak	49
20271	weekdayNonpeak	16
20271	weekdayPMpeak	29
20271	weekendAMpeak	15
20271	weekendNonpeak	14
20271	weekendPMpeak	36
28009	weekdayAMpeak	11
28009	weekdayNonpeak	51
28009	weekdayPMpeak	64
28009	weekendAMpeak	68
28009	weekendNonpeak	50
28009	weekendPMpeak	67
28221	weekdayAMpeak	17
28221	weekdayNonpeak	60
28221	weekdayPMpeak	19
28221	weekendAMpeak	28
28221	weekendNonpeak	63
28221	weekendPMpeak	12
28229	weekdayAMpeak	66
28229	weekdayNonpeak	4
28229	weekdayPMpeak	9
28229	weekendAMpeak	20
28229	weekendNonpeak	68
28229	weekendPMpeak	57
28231	weekdayAMpeak	27
28231	weekdayNonpeak	15
28231	weekdayPMpeak	67
28231	weekendAMpeak	51
28231	weekendNonpeak	4
28231	weekendPMpeak	9
28239	weekdayAMpeak	30
28239	weekdayNonpeak	29
28239	weekdayPMpeak	11
28239	weekendAMpeak	33
28239	weekendNonpeak	52
28239	weekendPMpeak	39
28241	weekdayAMpeak	46
28241	weekdayNonpeak	1
28241	weekdayPMpeak	2
28241	weekendAMpeak	32
28241	weekendNonpeak	35
28241	weekendPMpeak	58
28249	weekdayAMpeak	60
28249	weekdayNonpeak	58
28249	weekdayPMpeak	61
28249	weekendAMpeak	0
28249	weekendNonpeak	60
28249	weekendPMpeak	33
28301	weekdayAMpeak	52
28301	weekdayNonpeak	1
28301	weekdayPMpeak	2
28301	weekendAMpeak	53
28301	weekendNonpeak	2
28301	weekendPMpeak	14
28321	weekdayAMpeak	35
28321	weekdayNonpeak	41
28321	weekdayPMpeak	55
28321	weekendAMpeak	60
28321	weekendNonpeak	58
28321	weekendPMpeak	56
28329	weekdayAMpeak	67
28329	weekdayNonpeak	30
28329	weekdayPMpeak	6
28329	weekendAMpeak	56
28329	weekendNonpeak	50
28329	weekendPMpeak	25
28331	weekdayAMpeak	14
28331	weekdayNonpeak	26
28331	weekdayPMpeak	22
28331	weekendAMpeak	49
28331	weekendNonpeak	12
28331	weekendPMpeak	26
28339	weekdayAMpeak	20
28339	weekdayNonpeak	7
28339	weekdayPMpeak	18
28339	weekendAMpeak	25
28339	weekendNonpeak	13
28339	weekendPMpeak	63
28431	weekdayAMpeak	56
28431	weekdayNonpeak	29
28431	weekdayPMpeak	44
28431	weekendAMpeak	3
28431	weekendNonpeak	25
28431	weekendPMpeak	36
28439	weekdayAMpeak	45
28439	weekdayNonpeak	18
28439	weekdayPMpeak	40
28439	weekendAMpeak	41
28439	weekendNonpeak	60
28439	weekendPMpeak	61
28451	weekdayAMpeak	67
28451	weekdayNonpeak	36
28451	weekdayPMpeak	28
28451	weekendAMpeak	8
28451	weekendNonpeak	8
28451	weekendPMpeak	26
28459	weekdayAMpeak	37
28459	weekdayNonpeak	3
28459	weekdayPMpeak	9
28459	weekendAMpeak	35
28459	weekendNonpeak	44
28459	weekendPMpeak	26
28461	weekdayAMpeak	20
28461	weekdayNonpeak	64
28461	weekdayPMpeak	60
28461	weekendAMpeak	9
28461	weekendNonpeak	10
28461	weekendPMpeak	30
28471	weekdayAMpeak	48
28471	weekdayNonpeak	47
28471	weekdayPMpeak	49
28471	weekendAMpeak	48
28471	weekendNonpeak	64
28471	weekendPMpeak	8
28481	weekdayAMpeak	10
28481	weekdayNonpeak	39
28481	weekdayPMpeak	40
28481	weekendAMpeak	47
28481	weekendNonpeak	17
28481	weekendPMpeak	25
28631	weekdayAMpeak	27
28631	weekdayNonpeak	51
28631	weekdayPMpeak	27
28631	weekendAMpeak	48
28631	weekendNonpeak	5
28631	weekendPMpeak	9
28639	weekdayAMpeak	54
28639	weekdayNonpeak	65
28639	weekdayPMpeak	46
28639	weekendAMpeak	12
28639	weekendNonpeak	0
28639	weekendPMpeak	65
28641	weekdayAMpeak	26
28641	weekdayNonpeak	33
28641	weekdayPMpeak	9
28641	weekendAMpeak	12
28641	weekendNonpeak	14
28641	weekendPMpeak	3
28649	weekdayAMpeak	2
28649	weekdayNonpeak	58
28649	weekdayPMpeak	54
28649	weekendAMpeak	64
28649	weekendNonpeak	53
28649	weekendPMpeak	68
28651	weekdayAMpeak	54
28651	weekdayNonpeak	31
28651	weekdayPMpeak	0
28651	weekendAMpeak	37
28651	weekendNonpeak	13
28651	weekendPMpeak	31
28659	weekdayAMpeak	28
28659	weekdayNonpeak	29
28659	weekdayPMpeak	62
28659	weekendAMpeak	2
28659	weekendNonpeak	19
28659	weekendPMpeak	52
40011	weekdayAMpeak	38
40011	weekdayNonpeak	20
40011	weekdayPMpeak	31
40011	weekendAMpeak	35
40011	weekendNonpeak	42
40011	weekendPMpeak	29
40019	weekdayAMpeak	55
40019	weekdayNonpeak	55
40019	weekdayPMpeak	39
40019	weekendAMpeak	23
40019	weekendNonpeak	53
40019	weekendPMpeak	41
40091	weekdayAMpeak	6
40091	weekdayNonpeak	31
40091	weekdayPMpeak	3
40091	weekendAMpeak	8
40091	weekendNonpeak	45
40091	weekendPMpeak	49
40099	weekdayAMpeak	21
40099	weekdayNonpeak	35
40099	weekdayPMpeak	41
40099	weekendAMpeak	22
40099	weekendNonpeak	15
40099	weekendPMpeak	60
40101	weekdayAMpeak	58
40101	weekdayNonpeak	61
40101	weekdayPMpeak	55
40101	weekendAMpeak	44
40101	weekendNonpeak	35
40101	weekendPMpeak	31
40109	weekdayAMpeak	6
40109	weekdayNonpeak	63
40109	weekdayPMpeak	16
40109	weekendAMpeak	40
40109	weekendNonpeak	60
40109	weekendPMpeak	30
40121	weekdayAMpeak	15
40121	weekdayNonpeak	20
40121	weekdayPMpeak	38
40121	weekendAMpeak	17
40121	weekendNonpeak	21
40121	weekendPMpeak	34
40129	weekdayAMpeak	58
40129	weekdayNonpeak	13
40129	weekdayPMpeak	66
40129	weekendAMpeak	47
40129	weekendNonpeak	17
40129	weekendPMpeak	38
40171	weekdayAMpeak	4
40171	weekdayNonpeak	32
40171	weekdayPMpeak	33
40171	weekendAMpeak	59
40171	weekendNonpeak	0
40171	weekendPMpeak	60
40179	weekdayAMpeak	13
40179	weekdayNonpeak	57
40179	weekdayPMpeak	65
40179	weekendAMpeak	68
40179	weekendNonpeak	44
40179	weekendPMpeak	41
40181	weekdayAMpeak	53
40181	weekdayNonpeak	46
40181	weekdayPMpeak	37
40181	weekendAMpeak	35
40181	weekendNonpeak	26
40181	weekendPMpeak	49
40189	weekdayAMpeak	32
40189	weekdayNonpeak	19
40189	weekdayPMpeak	36
40189	weekendAMpeak	35
40189	weekendNonpeak	23
40189	weekendPMpeak	57
40231	weekdayAMpeak	43
40231	weekdayNonpeak	38
40231	weekdayPMpeak	66
40231	weekendAMpeak	68
40231	weekendNonpeak	27
40231	weekendPMpeak	42
40239	weekdayAMpeak	7
40239	weekdayNonpeak	7
40239	weekdayPMpeak	13
40239	weekendAMpeak	25
40239	weekendNonpeak	57
40239	weekendPMpeak	59
40249	weekdayAMpeak	22
40249	weekdayNonpeak	39
40249	weekdayPMpeak	55
40249	weekendAMpeak	52
40249	weekendNonpeak	27
40249	weekendPMpeak	43
40251	weekdayAMpeak	57
40251	weekdayNonpeak	27
40251	weekdayPMpeak	10
40251	weekendAMpeak	64
40251	weekendNonpeak	3
40251	weekendPMpeak	42
40259	weekdayAMpeak	12
40259	weekdayNonpeak	14
40259	weekdayPMpeak	52
40259	weekendAMpeak	50
40259	weekendNonpeak	58
40259	weekendPMpeak	33
40261	weekdayAMpeak	13
40261	weekdayNonpeak	30
40261	weekdayPMpeak	62
40261	weekendAMpeak	21
40261	weekendNonpeak	53
40261	weekendPMpeak	3
40269	weekdayAMpeak	46
40269	weekdayNonpeak	51
40269	weekdayPMpeak	3
40269	weekendAMpeak	50
40269	weekendNonpeak	17
40269	weekendPMpeak	59
41011	weekdayAMpeak	59
41011	weekdayNonpeak	23
41011	weekdayPMpeak	39
41011	weekendAMpeak	28
41011	weekendNonpeak	56
41011	weekendPMpeak	47
41019	weekdayAMpeak	36
41019	weekdayNonpeak	35
41019	weekdayPMpeak	7
41019	weekendAMpeak	7
41019	weekendNonpeak	68
41019	weekendPMpeak	19
41021	weekdayAMpeak	62
41021	weekdayNonpeak	61
41021	weekdayPMpeak	66
41021	weekendAMpeak	38
41021	weekendNonpeak	17
41021	weekendPMpeak	18
41029	weekdayAMpeak	19
41029	weekdayNonpeak	5
41029	weekdayPMpeak	33
41029	weekendAMpeak	0
41029	weekendNonpeak	10
41029	weekendPMpeak	55
41031	weekdayAMpeak	20
41031	weekdayNonpeak	10
41031	weekdayPMpeak	48
41031	weekendAMpeak	29
41031	weekendNonpeak	18
41031	weekendPMpeak	54
41041	weekdayAMpeak	29
41041	weekdayNonpeak	38
41041	weekdayPMpeak	14
41041	weekendAMpeak	62
41041	weekendNonpeak	40
41041	weekendPMpeak	35
41049	weekdayAMpeak	55
41049	weekdayNonpeak	10
41049	weekdayPMpeak	5
41049	weekendAMpeak	14
41049	weekendNonpeak	60
41049	weekendPMpeak	47
41051	weekdayAMpeak	33
41051	weekdayNonpeak	22
41051	weekdayPMpeak	31
41051	weekendAMpeak	23
41051	weekendNonpeak	60
41051	weekendPMpeak	67
41061	weekdayAMpeak	11
41061	weekdayNonpeak	43
41061	weekdayPMpeak	4
41061	weekendAMpeak	24
41061	weekendNonpeak	59
41061	weekendPMpeak	62
41069	weekdayAMpeak	19
41069	weekdayNonpeak	51
41069	weekdayPMpeak	63
41069	weekendAMpeak	10
41069	weekendNonpeak	59
41069	weekendPMpeak	47
41071	weekdayAMpeak	54
41071	weekdayNonpeak	66
41071	weekdayPMpeak	2
41071	weekendAMpeak	9
41071	weekendNonpeak	2
41071	weekendPMpeak	32
41079	weekdayAMpeak	51
41079	weekdayNonpeak	13
41079	weekdayPMpeak	53
41079	weekendAMpeak	0
41079	weekendNonpeak	0
41079	weekendPMpeak	50
41081	weekdayAMpeak	33
41081	weekdayNonpeak	44
41081	weekdayPMpeak	17
41081	weekendAMpeak	49
41081	weekendNonpeak	42
41081	weekendPMpeak	18
41089	weekdayAMpeak	23
41089	weekdayNonpeak	61
41089	weekdayPMpeak	18
41089	weekendAMpeak	3
41089	weekendNonpeak	12
41089	weekendPMpeak	31
41101	weekdayAMpeak	32
41101	weekdayNonpeak	49
41101	weekdayPMpeak	9
41101	weekendAMpeak	54
41101	weekendNonpeak	16
41101	weekendPMpeak	47
41109	weekdayAMpeak	3
41109	weekdayNonpeak	5
41109	weekdayPMpeak	68
41109	weekendAMpeak	22
41109	weekendNonpeak	13
41109	weekendPMpeak	56
41111	weekdayAMpeak	6
41111	weekdayNonpeak	59
41111	weekdayPMpeak	31
41111	weekendAMpeak	27
41111	weekendNonpeak	0
41111	weekendPMpeak	67
41119	weekdayAMpeak	48
41119	weekdayNonpeak	41
41119	weekdayPMpeak	1
41119	weekendAMpeak	64
41119	weekendNonpeak	55
41119	weekendPMpeak	7
41121	weekdayAMpeak	67
41121	weekdayNonpeak	64
41121	weekdayPMpeak	43
41121	weekendAMpeak	27
41121	weekendNonpeak	4
41121	weekendPMpeak	49
41129	weekdayAMpeak	25
41129	weekdayNonpeak	6
41129	weekdayPMpeak	11
41129	weekendAMpeak	35
41129	weekendNonpeak	5
41129	weekendPMpeak	55
41131	weekdayAMpeak	2
41131	weekdayNonpeak	66
41131	weekdayPMpeak	60
41131	weekendAMpeak	67
41131	weekendNonpeak	59
41131	weekendPMpeak	66
41139	weekdayAMpeak	5
41139	weekdayNonpeak	45
41139	weekdayPMpeak	63
41139	weekendAMpeak	4
41139	weekendNonpeak	37
41139	weekendPMpeak	48
41141	weekdayAMpeak	64
41141	weekdayNonpeak	62
41141	weekdayPMpeak	48
41141	weekendAMpeak	53
41141	weekendNonpeak	10
41141	weekendPMpeak	17
41149	weekdayAMpeak	37
41149	weekdayNonpeak	56
41149	weekdayPMpeak	1
41149	weekendAMpeak	22
41149	weekendNonpeak	24
41149	weekendPMpeak	33
41151	weekdayAMpeak	46
41151	weekdayNonpeak	61
41151	weekdayPMpeak	20
41151	weekendAMpeak	10
41151	weekendNonpeak	8
41151	weekendPMpeak	48
41159	weekdayAMpeak	51
41159	weekdayNonpeak	44
41159	weekdayPMpeak	52
41159	weekendAMpeak	16
41159	weekendNonpeak	64
41159	weekendPMpeak	40
42011	weekdayAMpeak	37
42011	weekdayNonpeak	37
42011	weekdayPMpeak	12
42011	weekendAMpeak	41
42011	weekendNonpeak	57
42011	weekendPMpeak	67
42019	weekdayAMpeak	11
42019	weekdayNonpeak	53
42019	weekdayPMpeak	16
42019	weekendAMpeak	36
42019	weekendNonpeak	34
42019	weekendPMpeak	15
42021	weekdayAMpeak	22
42021	weekdayNonpeak	12
42021	weekdayPMpeak	26
