TripID	ServiceNumber	RouteNumber	TripDate	TripTime	BusPlate	DriverNumber	Cancelled
447	21	2	2016-09-21	13:47:00	SBS9512L	45678	0
448	21	2	2016-09-21	14:10:00	SHL4245H	41798	0
449	21	2	2016-09-21	10:11:00	SHO4434V	37751	1
450	21	2	2016-09-21	10:59:00	SHG1266B	36662	0
451	131	1	2016-09-21	06:52:00	SHF4488N	42452	0
452	131	1	2016-09-21	07:51:00	SHR1277B	32345	0
453	131	1	2016-09-21	10:16:00	SHG4543W	99223	0
454	131	1	2016-09-21	11:32:00	SBS2037X	15175	0
455	131	1	2016-09-21	15:06:00	SHF8637M	82315	0
456	131	1	2016-09-21	15:58:00	SBS3063S	41798	0
457	131	1	2016-09-21	21:08:00	SBS7822Q	80778	0
458	131	1	2016-09-21	14:49:00	SHJ4221A	55727	0
459	131	2	2016-09-21	06:19:00	SHF1234M	31925	0
460	131	2	2016-09-21	08:09:00	SHO4287N	68234	0
461	131	2	2016-09-21	10:45:00	SHR1224H	73304	0
462	131	2	2016-09-21	13:55:00	SHM9811G	38320	1
463	131	2	2016-09-21	17:25:00	SBS8980A	15777	0
464	131	2	2016-09-21	22:17:00	SBS8980A	79645	0
465	131	2	2016-09-21	20:14:00	SHD4265H	34679	0
466	131	2	2016-09-21	06:48:00	SHL1254T	92144	0
467	131	2	2016-09-21	12:49:00	SHK8612G	31766	0
468	131	2	2016-09-21	15:44:00	SBS5231X	61114	1
469	131	2	2016-09-21	14:52:00	SZV8375K	56925	0
470	131	2	2016-09-21	22:07:00	SBS4922G	51277	0
471	131	2	2016-09-21	21:47:00	SZY5893T	67234	0
472	131	2	2016-09-21	23:15:00	SHA1212F	63227	0
473	35	1	2016-09-21	07:24:00	SBS2037X	64826	0
474	35	1	2016-09-21	10:15:00	SBS5231X	65448	0
475	35	1	2016-09-21	12:36:00	SBS1473K	12321	0
476	35	1	2016-09-21	15:03:00	SHL3332S	72641	0
477	35	1	2016-09-21	16:48:00	SBS4325R	22225	0
478	35	1	2016-09-21	06:09:00	SBS3914J	12345	0
479	35	1	2016-09-21	09:13:00	SHK4232S	34371	1
480	35	1	2016-09-21	08:51:00	SHL1245S	52345	0
481	35	1	2016-09-21	11:19:00	SHJ1256M	57345	0
482	35	1	2016-09-21	15:30:00	SBS2037X	38273	0
483	35	1	2016-09-21	17:52:00	SHG6376B	16661	0
484	38	1	2016-09-21	00:05:00	SHF1223X	62047	0
485	38	1	2016-09-21	08:37:00	SHA4288R	16843	0
486	38	1	2016-09-21	20:39:00	SHO4598H	45327	0
487	38	1	2016-09-21	17:51:00	SBS9216M	50013	0
488	38	1	2016-09-21	21:37:00	SHO1232F	86881	0
489	38	1	2016-09-21	07:08:00	SBS6648R	36662	0
490	38	1	2016-09-21	14:14:00	SHO4287N	93711	0
491	38	1	2016-09-21	16:09:00	SHB4276T	97178	0
492	38	1	2016-09-21	21:25:00	SHI7722P	75113	0
493	38	2	2016-09-21	06:03:00	SBS6367H	83733	0
494	38	2	2016-09-21	10:39:00	SHL1245S	13224	0
495	38	2	2016-09-21	10:19:00	SBS9952E	38320	0
496	38	2	2016-09-21	12:44:00	SHM4287J	49751	0
497	38	2	2016-09-21	17:06:00	SBS3845F	11115	0
498	38	2	2016-09-21	18:07:00	SHV2399U	14850	0
499	38	2	2016-09-21	01:56:00	SHF4254R	65964	0
500	38	2	2016-09-21	07:25:00	SHM1267N	34543	0
501	38	2	2016-09-21	07:47:00	SBS3253R	90754	0
502	38	2	2016-09-21	10:19:00	SBS2814J	34532	0
503	38	2	2016-09-21	14:18:00	SHR4277V	51789	0
504	38	2	2016-09-21	18:01:00	SBS2921G	31043	0
505	38	2	2016-09-21	19:28:00	SHM7775R	68580	0
506	38	2	2016-09-21	22:21:00	SHA9303J	43369	0
507	39	1	2016-09-21	16:06:00	SBS7929N	12308	0
508	39	1	2016-09-21	12:26:00	SHM8656F	93711	0
509	39	1	2016-09-21	13:27:00	SBS4858H	54545	0
510	39	1	2016-09-21	18:46:00	SHK8612G	82325	0
511	39	1	2016-09-21	20:09:00	SBS7929N	17245	0
512	39	1	2016-09-21	19:14:00	SHO4779M	65234	0
513	39	1	2016-09-21	21:06:00	SBS8580E	29759	0
514	39	1	2016-09-21	05:44:00	SHF8637M	46872	0
515	39	1	2016-09-21	09:01:00	SBS5992N	15661	0
516	39	1	2016-09-21	12:08:00	SHY8438T	53522	1
517	39	1	2016-09-21	14:39:00	SBS8491A	66234	0
518	39	1	2016-09-21	20:39:00	SBS7387Z	54324	0
519	39	1	2016-09-21	18:03:00	SBS6068J	47110	1
520	39	1	2016-09-21	02:14:00	SBS7403T	69755	1
521	39	1	2016-09-21	22:34:00	SHG4243E	45678	1
522	39	2	2016-09-20	23:44:00	SHD1212K	22225	0
523	39	2	2016-09-21	12:47:00	SHJ8623D	5653	1
524	39	2	2016-09-21	13:38:00	SHR5465B	17245	0
525	39	2	2016-09-21	13:48:00	SHJ4568Y	46244	0
526	39	2	2016-09-21	15:25:00	SBS7782B	79745	0
527	39	2	2016-09-21	19:59:00	SHO1232F	67234	0
528	39	2	2016-09-21	00:08:00	SHF4254R	42452	0
529	39	2	2016-09-21	19:05:00	SBS1130P	99874	0
530	39	2	2016-09-21	23:28:00	SHA4288R	45327	0
531	39	2	2016-09-21	23:51:00	SHR4587N	63927	0
532	39	2	2016-09-21	23:50:00	SHM4706J	66941	0
533	39	2	2016-09-21	06:55:00	SBS9412Q	29984	0
534	39	2	2016-09-21	08:03:00	SHG6376B	47094	0
535	39	2	2016-09-21	16:59:00	SBS2068G	52433	0
536	39	2	2016-09-21	14:04:00	SHL8516O	73185	0
537	39	2	2016-09-21	16:57:00	SHG1245S	51106	0
538	39	2	2016-09-21	16:30:00	SBS8491A	93304	0
539	39	2	2016-09-21	02:31:00	SBS3063S	17245	0
540	39	2	2016-09-21	19:21:00	SBS9762M	49112	1
541	39	2	2016-09-21	20:27:00	SBS9679N	33333	0
542	39	2	2016-09-21	00:12:00	SBS3253R	51277	0
543	39	2	2016-09-21	22:39:00	SBS4283T	51677	0
544	153	1	2016-09-21	09:44:00	SHE8833M	5653	0
545	153	1	2016-09-21	10:33:00	SHY8438T	72258	0
546	153	2	2016-09-21	06:19:00	SBS6102U	97874	0
547	153	2	2016-09-21	08:17:00	SHL8623M	98874	1
548	153	2	2016-09-21	10:38:00	SHI7722P	33333	0
549	153	2	2016-09-21	14:21:00	SBS7216F	34030	0
550	153	2	2016-09-21	17:49:00	SBS2037X	55727	0
551	153	2	2016-09-21	15:47:00	SHL4528R	99874	0
552	153	2	2016-09-21	17:40:00	SBS8831B	18860	0
553	153	2	2016-09-21	18:42:00	SBS8334C	62047	0
554	153	2	2016-09-21	00:43:00	SHL4528R	18264	0
555	153	2	2016-09-21	01:48:00	SHG8632D	39048	0
556	153	2	2016-09-21	13:20:00	SHL8623M	15175	0
557	153	2	2016-09-21	07:31:00	SHR1298H	89562	0
558	153	2	2016-09-21	13:23:00	SBS3628C	52433	1
559	153	2	2016-09-21	12:33:00	SBS9762M	36681	1
560	153	2	2016-09-21	15:52:00	SHI2052G	52345	0
561	153	2	2016-09-21	16:33:00	SZV8375K	90672	0
562	153	2	2016-09-21	20:31:00	SZY7625L	75367	0
563	153	2	2016-09-21	19:59:00	SHB1267M	82355	0
564	153	2	2016-09-21	22:26:00	SBS9952E	79145	0
565	153	2	2016-09-21	02:19:00	SHF8637M	41789	0
566	56	2	2016-09-20	01:26:00	SHD1234G	51952	0
567	165	1	2016-09-20	22:52:00	SBS3845F	3703	0
568	165	2	2016-09-20	23:53:00	SBS6157E	41789	0
569	165	2	2016-09-21	08:25:00	SHU4545S	98203	0
570	165	2	2016-09-21	15:26:00	SHR5465B	63627	0
571	165	2	2016-09-21	17:47:00	SHM9811G	94874	1
572	165	2	2016-09-21	06:09:00	SZI3294H	65448	0
573	165	2	2016-09-21	10:45:00	SHT2921G	69691	0
574	165	2	2016-09-21	16:56:00	SZY1607S	54321	0
575	165	2	2016-09-21	18:59:00	SBS1856D	22335	0
576	60	1	2016-09-21	05:48:00	SBS1856D	41843	1
577	60	1	2016-09-21	11:53:00	SHB4534A	41706	0
578	60	1	2016-09-21	12:33:00	SBS7216F	22335	0
579	60	1	2016-09-21	14:30:00	SHF4588G	91874	0
580	60	1	2016-09-21	23:14:00	SHM1267N	54819	0
581	60	1	2016-09-21	02:45:00	SBS3436H	34679	0
582	60	1	2016-09-21	22:40:00	SHL1245S	22225	0
583	60	1	2016-09-21	23:46:00	SBS7387Z	39576	0
584	60	1	2016-09-21	07:06:00	SHB4928Z	31043	0
585	60	1	2016-09-21	13:41:00	SBS8911H	98874	0
586	60	1	2016-09-21	15:08:00	SHL8623M	57345	1
587	60	1	2016-09-21	22:35:00	SHJ8623D	66234	0
588	60	1	2016-09-21	23:02:00	SBS2068G	89362	0
589	60	1	2016-09-21	01:51:00	SHD4523H	55690	0
590	60	1	2016-09-21	01:53:00	SHY1240J	46244	0
591	63	1	2016-09-21	05:40:00	SBS4877X	38206	0
592	63	1	2016-09-21	13:31:00	SHG4243E	82345	0
593	63	1	2016-09-21	00:26:00	SBS8334C	32858	0
594	63	1	2016-09-21	16:33:00	SHF1223X	17626	0
595	63	1	2016-09-21	23:35:00	SHB8634B	63127	0
596	74	1	2016-09-21	13:56:00	SHY8438T	61114	1
597	74	1	2016-09-21	07:14:00	SBS9512L	12387	0
598	74	1	2016-09-21	08:54:00	SHR4277V	31043	1
599	74	1	2016-09-21	10:41:00	SBS1869Q	54321	0
600	74	1	2016-09-21	13:08:00	SHL1254T	32482	0
601	74	1	2016-09-21	14:21:00	SZY1607S	36681	0
602	74	1	2016-09-21	15:09:00	SZK4221V	90754	0
603	74	1	2016-09-21	17:50:00	SHU6160Q	61234	0
604	74	1	2016-09-21	17:50:00	SBS2011B	96309	0
605	74	1	2016-09-21	20:22:00	SHE8833M	51106	0
606	74	1	2016-09-21	19:29:00	SBS4057N	55690	0
607	74	1	2016-09-21	00:05:00	SHY1240J	70289	0
608	74	1	2016-09-21	00:04:00	SBS2814J	30648	0
609	74	1	2016-09-21	01:48:00	SHG4543W	36662	0
610	74	1	2016-09-21	08:17:00	SBS4057N	12308	0
611	74	1	2016-09-21	06:50:00	SHR5465B	93874	0
612	74	1	2016-09-21	14:09:00	SBS8684K	72258	0
613	74	1	2016-09-21	08:05:00	SHB8634B	38320	0
614	74	1	2016-09-21	12:01:00	SHO1256K	18264	1
615	74	1	2016-09-21	12:10:00	SBS8208E	84844	0
616	74	1	2016-09-21	13:22:00	SBS5992N	18860	0
617	74	1	2016-09-21	20:50:00	SHL8516O	12389	0
618	74	1	2016-09-21	15:44:00	SBS7822Q	31417	0
619	74	1	2016-09-21	19:35:00	SHI5477U	94874	0
620	74	1	2016-09-21	19:02:00	SHR5465B	32432	0
621	74	1	2016-09-21	20:02:00	SBS9673F	89362	0
622	74	1	2016-09-21	22:59:00	SBS7739L	12121	0
623	74	1	2016-09-21	21:27:00	SBS8886U	59632	1
624	74	1	2016-09-21	23:01:00	SBS8944K	29759	0
625	74	2	2016-09-21	11:53:00	SHR1298H	98874	0
626	74	2	2016-09-21	10:26:00	SZP1969R	41843	0
627	74	2	2016-09-21	09:06:00	SHD1234G	16661	0
628	74	2	2016-09-21	13:17:00	SHB1278H	15661	0
629	74	2	2016-09-21	14:35:00	SHJ8623D	43431	0
630	74	2	2016-09-21	16:09:00	SZI3294H	34030	0
631	74	2	2016-09-21	16:04:00	SBS5345R	63727	0
632	74	2	2016-09-21	16:55:00	SHK1298B	59684	0
633	74	2	2016-09-21	21:31:00	SHK1245Q	83733	0
634	74	2	2016-09-21	21:14:00	SHJ1256M	39576	1
635	75	1	2016-09-21	12:49:00	SHK4232S	44241	0
636	75	1	2016-09-21	10:57:00	SBS2921G	54324	0
637	75	1	2016-09-21	17:15:00	SBS5690Q	69437	0
638	75	1	2016-09-21	02:18:00	SBS8684K	79345	0
639	75	2	2016-09-21	14:22:00	SBS4789A	44241	0
640	75	2	2016-09-21	17:41:00	SBS4057N	56925	0
641	76	1	2016-09-21	11:15:00	SBS3404A	63327	0
642	76	1	2016-09-21	00:00:00	SHG4543W	77704	0
643	76	1	2016-09-21	06:26:00	SBS9104X	18264	0
644	76	1	2016-09-21	00:00:00	SHF1234M	39048	1
645	76	2	2016-09-21	05:37:00	SBS4301G	34543	0
646	186	1	2016-09-20	23:45:00	SBS7666C	83613	0
647	186	1	2016-09-21	07:17:00	SBS4922G	71552	0
648	186	1	2016-09-21	13:15:00	SBS6695U	67754	0
649	186	1	2016-09-21	16:58:00	SHK8612G	79745	0
650	186	1	2016-09-21	06:48:00	SHJ4568Y	90672	1
651	186	1	2016-09-21	09:46:00	SHF1277H	84844	0
652	186	1	2016-09-21	16:07:00	SHO4779M	94874	0
653	186	1	2016-09-21	21:28:00	SHD4523H	65964	1
654	186	2	2016-09-21	08:17:00	SBS5754S	63627	0
655	186	2	2016-09-21	08:48:00	SHR4587N	49112	0
656	186	2	2016-09-21	12:19:00	SBS2921G	23476	0
657	186	2	2016-09-21	11:59:00	SBS9512L	72641	1
658	186	2	2016-09-21	13:29:00	SHB1234L	65234	0
659	197	1	2016-09-20	23:38:00	SHD1234G	96635	1
660	197	1	2016-09-21	09:47:00	SHO8654G	73185	1
661	197	1	2016-09-21	08:35:00	SBS9762M	21321	0
662	197	1	2016-09-21	16:23:00	SBS8580E	43431	0
663	197	1	2016-09-21	17:55:00	SHO4779M	38320	1
664	197	1	2016-09-21	02:19:00	SBS4922G	52422	0
665	197	1	2016-09-21	02:32:00	SHM4518H	79945	0
666	197	1	2016-09-21	07:56:00	SHF4488N	96635	0
667	197	1	2016-09-21	10:06:00	SHA9303J	38273	0
668	197	1	2016-09-21	14:02:00	SHK9923K	11789	0
669	197	1	2016-09-21	18:43:00	SHK1298B	75367	0
670	197	1	2016-09-21	00:31:00	SBS4922G	32432	1
671	197	2	2016-09-21	05:41:00	SHB1234L	84984	1
672	96	1	2016-09-21	09:17:00	SBS9216M	54378	0
673	96	1	2016-09-21	15:11:00	SBS3628C	49751	0
674	96	1	2016-09-21	10:46:00	SBS8049C	54819	1
675	96	1	2016-09-21	13:44:00	SHZ8927D	10987	0
676	7	1	2016-09-20	23:18:00	SBS8944K	43431	0
677	7	1	2016-09-21	08:32:00	SBS7822Q	36904	0
678	7	1	2016-09-21	12:28:00	SBS6230S	47110	0
679	7	1	2016-09-21	10:42:00	SHR1277B	61114	0
680	7	1	2016-09-21	13:59:00	SBS1564K	98203	0
681	7	1	2016-09-21	16:30:00	SHM4287J	90754	1
682	7	1	2016-09-21	00:41:00	SBS6695U	41789	1
683	7	1	2016-09-21	21:30:00	SBS5231X	51789	0
684	7	2	2016-09-21	08:58:00	SHB4534A	82345	0
685	7	2	2016-09-21	07:25:00	SHF4254R	57345	1
686	7	2	2016-09-21	08:51:00	SHF8637M	59632	1
687	7	2	2016-09-21	12:21:00	SBS1564K	72258	0
688	7	2	2016-09-21	14:37:00	SHK8612G	99874	0
689	7	2	2016-09-21	17:54:00	SHF4254R	66234	0
690	7	2	2016-09-21	15:09:00	SBS9679N	13224	0
691	7	2	2016-09-21	16:25:00	SBS6367H	46244	0
692	7	2	2016-09-21	21:02:00	SBS8049C	65234	0
693	7	2	2016-09-21	20:27:00	SBS7746Z	23181	0
694	7	2	2016-09-21	22:16:00	SBS8208E	36948	1
695	7	2	2016-09-21	21:34:00	SHG6376B	46244	0
696	9	1	2016-09-21	05:51:00	SBS5842D	62047	1
697	9	1	2016-09-21	06:53:00	SBS7746Z	82325	0
698	9	1	2016-09-21	07:39:00	SBS7782B	38273	0
699	9	1	2016-09-21	08:35:00	SHE7395K	42345	0
700	9	1	2016-09-21	11:09:00	SBS5735S	43543	0
701	9	1	2016-09-21	11:42:00	SHR5663L	50013	1
702	9	1	2016-09-21	14:14:00	SHI7722P	96874	0
703	9	1	2016-09-21	18:51:00	SBS7184M	54545	0
704	9	1	2016-09-21	21:11:00	SHM4518H	15498	0
705	9	1	2016-09-21	21:31:00	SBS9412Q	97874	0
706	804	1	2016-09-21	00:04:00	SBS2921G	55258	1
707	804	1	2016-09-21	05:55:00	SBS6230S	61114	1
708	804	1	2016-09-21	07:57:00	SZK4221V	31766	0
709	804	1	2016-09-21	08:27:00	SBS5749F	80672	0
710	804	1	2016-09-21	09:11:00	SHJ1256M	47110	0
711	804	1	2016-09-21	10:10:00	SBS8886U	15175	1
712	804	1	2016-09-21	09:28:00	SBS2574Q	63427	1
713	804	1	2016-09-21	16:44:00	SBS6068J	37751	0
714	804	1	2016-09-21	10:49:00	SBS9104X	34522	0
715	804	1	2016-09-21	17:35:00	SBS1564K	32482	0
716	804	1	2016-09-21	15:44:00	SHY8438T	16661	0
717	804	1	2016-09-21	12:56:00	SBS4301G	42345	1
718	804	1	2016-09-21	15:34:00	SHI7722P	82325	0
719	804	1	2016-09-21	14:29:00	SHO4598H	92144	0
720	804	1	2016-09-21	16:59:00	SHO1232F	49112	0
721	804	1	2016-09-21	17:03:00	SHB9088W	54324	1
722	804	1	2016-09-21	20:12:00	SHS5259Y	41789	0
723	804	1	2016-09-21	23:18:00	SHJ4221A	79445	0
724	804	1	2016-09-21	20:33:00	SBS4789A	31925	0
725	804	1	2016-09-21	20:06:00	SHK1234K	69234	1
726	804	1	2016-09-21	19:12:00	SBS7029P	70613	1
727	804	1	2016-09-21	21:36:00	SBS3293P	42452	0
728	804	1	2016-09-21	00:57:00	SBS3293P	34679	0
729	804	1	2016-09-21	21:28:00	SHM4706J	17557	0
730	804	1	2016-09-21	23:50:00	SHD4265H	33333	0
731	804	1	2016-09-21	04:07:00	SBS4922G	61114	0
732	805	1	2016-09-21	01:54:00	SHI7722P	82726	1
733	805	1	2016-09-21	07:51:00	SBS6367H	55019	0
734	805	1	2016-09-21	11:06:00	SBS3063S	16074	1
735	805	1	2016-09-21	16:41:00	SBS5749F	67754	0
736	805	1	2016-09-21	09:30:00	SBS1152F	33211	0
737	805	1	2016-09-21	10:34:00	SHK1298B	34543	0
738	805	1	2016-09-21	11:25:00	SBS1152F	82325	0
739	805	1	2016-09-21	15:15:00	SHD1234G	79545	1
740	805	1	2016-09-21	13:42:00	SHB4928Z	54654	0
741	805	1	2016-09-21	19:33:00	SBS3293P	43543	0
742	805	1	2016-09-21	17:14:00	SHR5465B	32858	0
743	805	1	2016-09-21	20:12:00	SHO4434V	79345	0
744	805	1	2016-09-21	18:19:00	SHG4543W	22667	0
745	805	1	2016-09-21	19:25:00	SBS7666C	36662	0
746	805	1	2016-09-21	00:18:00	SBS7666C	91030	1
747	805	1	2016-09-21	23:15:00	SHM8656F	59632	0
748	805	1	2016-09-21	22:29:00	SHG2119L	79745	0
749	805	1	2016-09-21	23:26:00	SBS3228F	68234	0
750	855	1	2016-09-21	09:24:00	SHB1234L	97178	0
751	855	1	2016-09-21	20:06:00	SHA1245J	36681	0
752	74e	1	2016-09-21	11:16:00	SBS2416B	63427	0
753	333	1	2016-09-20	01:38:00	SHU4545S	42452	1
754	333	1	2016-09-21	08:01:00	SBS1130P	92144	0
755	333	1	2016-09-21	12:33:00	SHD1212K	73304	0
756	333	1	2016-09-21	15:40:00	SZP1969R	70209	0
757	333	1	2016-09-21	21:30:00	SHF4254R	79445	0
758	107	1	2016-09-21	07:02:00	SHK8612G	20087	0
759	107	1	2016-09-21	01:51:00	SHA5577B	82375	0
760	107	2	2016-09-21	06:17:00	SHA1212F	34679	0
761	107	2	2016-09-21	08:53:00	SBS7746Z	54321	0
762	107	2	2016-09-21	15:38:00	SHK4232S	75367	0
763	107	2	2016-09-21	13:07:00	SHQ8495N	91874	0
764	107	2	2016-09-21	15:15:00	SBS4283T	54545	0
765	107	2	2016-09-21	19:13:00	SBS8980A	82385	0
766	107	2	2016-09-21	19:20:00	SBS7822Q	97178	0
767	107	2	2016-09-21	17:30:00	SHR1298H	69755	0
768	107	2	2016-09-21	22:38:00	SBS5690Q	32432	0
769	354	1	2016-09-21	00:03:00	SHA5577B	20087	0
770	354	1	2016-09-21	07:53:00	SBS8334C	33333	1
771	354	1	2016-09-21	13:49:00	SZW4511Y	10511	0
772	354	1	2016-09-21	12:31:00	SHY1240J	41843	0
773	354	1	2016-09-21	20:29:00	SBS8980A	64234	0
774	354	1	2016-09-21	15:22:00	SHR1298H	83613	0
775	354	1	2016-09-21	19:10:00	SBS5754S	79445	0
776	354	1	2016-09-21	20:58:00	SHM1243P	34371	0
777	354	1	2016-09-21	21:07:00	SHO1256K	12387	0
778	354	1	2016-09-21	01:03:00	SHR1298H	59632	0
779	124	1	2016-09-21	07:10:00	SHG1266B	82345	0
780	21	1	2016-09-20	23:55:00	SBS3293P	84984	0
781	21	1	2016-09-21	07:43:00	SBS6230S	7144	0
782	21	1	2016-09-21	16:53:00	SHK9923K	63327	0
783	21	1	2016-09-21	15:52:00	SBS8658M	59684	0
784	21	2	2016-09-21	02:07:00	SHJ1276G	92874	0
785	21	2	2016-09-21	07:57:00	SBS9104X	36948	1
786	21	2	2016-09-21	08:06:00	SZP1969R	69234	0
787	21	2	2016-09-21	11:17:00	SBS7411E	32345	0
788	21	2	2016-09-21	09:48:00	SZY7625L	82365	0
789	21	2	2016-09-21	13:49:00	SBS1869Q	82385	1
790	131	1	2016-09-21	00:31:00	SHF8637M	63327	0
791	131	1	2016-09-21	07:27:00	SHD4265H	13224	0
792	131	1	2016-09-21	09:39:00	SBS6367H	51952	0
793	131	1	2016-09-21	09:38:00	SBS7782B	83613	0
794	131	1	2016-09-21	13:15:00	SBS6367H	72641	0
795	131	1	2016-09-21	11:39:00	SBS7290F	7881	0
796	131	1	2016-09-21	16:06:00	SHM4706J	51789	0
797	131	1	2016-09-21	16:54:00	SHF8637M	79945	0
798	131	2	2016-09-20	23:55:00	SHU5688J	33211	1
799	131	2	2016-09-21	08:38:00	SHR5663L	93874	0
800	131	2	2016-09-21	10:45:00	SBS7216F	36681	0
801	131	2	2016-09-21	11:33:00	SHA1212F	6720	1
802	131	2	2016-09-21	17:52:00	SHB4534A	47880	1
803	131	2	2016-09-21	19:59:00	SBS8580E	46953	1
804	131	2	2016-09-21	20:41:00	SBS1564K	21789	0
805	35	1	2016-09-21	06:09:00	SBS7216F	39576	0
806	35	1	2016-09-21	07:34:00	SHB1267M	23232	1
807	35	1	2016-09-21	08:51:00	SBS2037X	41798	0
808	35	1	2016-09-21	11:19:00	SBS3450R	91874	0
809	35	1	2016-09-21	16:02:00	SHM8125L	96874	0
810	35	1	2016-09-21	18:45:00	SBS3253R	31925	0
811	38	1	2016-09-21	00:05:00	SHL1267B	64826	0
812	38	1	2016-09-21	07:18:00	SBS8261R	19345	0
813	38	1	2016-09-21	12:14:00	SBS8980A	29984	0
814	38	1	2016-09-21	17:51:00	SBS5842D	17626	1
815	38	1	2016-09-21	21:37:00	SHV2399U	30909	0
816	38	2	2016-09-21	10:42:00	SHR4277V	31766	1
817	38	2	2016-09-21	07:55:00	SHB4276T	91030	0
818	38	2	2016-09-21	13:20:00	SHG4543W	63234	0
819	38	2	2016-09-21	13:11:00	SHA9303J	67011	1
820	38	2	2016-09-21	18:29:00	SHB4928Z	10987	0
821	38	2	2016-09-21	21:23:00	SHM8125L	63527	0
822	38	2	2016-09-21	22:48:00	SBS7290F	30909	0
823	39	1	2016-09-21	08:21:00	SHG1234B	52433	1
824	39	1	2016-09-21	20:50:00	SHR5465B	20093	0
825	39	1	2016-09-21	13:55:00	SBS9762M	46872	0
826	39	1	2016-09-21	18:36:00	SHK4567T	42498	0
827	39	1	2016-09-21	17:40:00	SBS7387Z	21789	0
828	39	1	2016-09-21	20:54:00	SBS8684K	68234	0
829	39	1	2016-09-21	22:31:00	SHG8632D	3703	0
830	39	2	2016-09-20	23:49:00	SBS5942N	30909	1
831	39	2	2016-09-21	09:12:00	SHB1278H	94821	0
832	39	2	2016-09-21	09:44:00	SHF4254R	96635	0
833	39	2	2016-09-21	12:40:00	SBS8886U	7881	0
834	39	2	2016-09-21	14:53:00	SZW4511Y	67754	0
835	39	2	2016-09-21	15:58:00	SBS4301G	64777	1
836	39	2	2016-09-21	17:49:00	SBS6230S	10654	0
837	39	2	2016-09-21	23:18:00	SHF4254R	7881	1
838	39	2	2016-09-21	21:13:00	SHO1244N	36662	0
839	39	2	2016-09-21	20:48:00	SHU6160Q	73185	1
840	39	2	2016-09-21	22:50:00	SBS8049C	16843	1
841	153	1	2016-09-20	23:39:00	SBS4858H	82365	0
842	153	1	2016-09-21	08:58:00	SHG1266B	54819	0
843	153	2	2016-09-21	06:19:00	SHD8647H	73185	0
844	153	2	2016-09-21	07:16:00	SBS8208E	43434	0
845	153	2	2016-09-21	10:48:00	SBS5014K	12321	0
846	153	2	2016-09-21	10:01:00	SBS7746Z	62234	0
847	153	2	2016-09-21	14:19:00	SHM1243P	23567	0
848	153	2	2016-09-21	17:47:00	SBS8491A	16475	0
849	153	2	2016-09-21	17:40:00	SBS4301G	7881	0
850	153	2	2016-09-21	21:28:00	SBS9216M	70289	0
851	153	2	2016-09-21	00:26:00	SBS7403T	49690	0
852	153	2	2016-09-21	03:55:00	SHY1240J	92874	0
853	56	2	2016-09-20	23:50:00	SBS8491A	62747	1
854	165	1	2016-09-21	05:18:00	SHB4928Z	55019	1
855	165	2	2016-09-21	08:45:00	SBS5983C	72258	0
856	165	2	2016-09-21	09:10:00	SBS7929N	43434	1
857	165	2	2016-09-21	21:11:00	SZW4511Y	12121	0
858	165	2	2016-09-21	23:11:00	SBS7746Z	54545	1
859	60	1	2016-09-21	05:48:00	SBS1130P	29011	0
860	60	1	2016-09-21	07:44:00	SHF1234M	61114	0
861	60	1	2016-09-21	11:20:00	SHR8688J	45327	0
862	60	1	2016-09-21	15:47:00	SHM4949R	97183	0
863	60	1	2016-09-21	00:00:00	SHT2921G	16661	0
864	60	1	2016-09-21	22:56:00	SBS7822Q	81807	1
865	60	1	2016-09-21	22:40:00	SBS3950Q	77907	0
866	60	1	2016-09-21	02:28:00	SBS7216F	70289	0
867	63	1	2016-09-21	06:29:00	SHB9088W	22225	0
868	63	1	2016-09-21	18:18:00	SHA1245J	38206	0
869	74	1	2016-09-21	05:22:00	SHG1266B	55258	0
870	74	1	2016-09-21	06:46:00	SBS4858H	92874	1
871	74	1	2016-09-21	08:19:00	SHO4434V	41706	0
872	74	1	2016-09-21	11:32:00	SBS7029P	96635	0
873	74	1	2016-09-21	12:10:00	SBS7782B	63627	0
874	74	1	2016-09-21	16:10:00	SBS7403T	6720	0
875	74	1	2016-09-21	16:41:00	SHJ4221A	63827	0
876	74	1	2016-09-21	15:55:00	SHU4886Y	23181	0
877	74	1	2016-09-21	16:37:00	SHM8656F	55727	0
878	74	1	2016-09-21	18:27:00	SHR8688J	63827	0
879	74	1	2016-09-21	18:55:00	SBS1564K	3703	0
880	74	1	2016-09-21	20:50:00	SBS9512L	32858	1
881	74	1	2016-09-21	01:48:00	SHA4288R	77704	0
882	74	1	2016-09-21	22:55:00	SHO1256K	18264	0
883	74	1	2016-09-21	23:54:00	SHO4779M	22667	0
884	74	2	2016-09-21	08:17:00	SBS3228F	12789	0
885	74	2	2016-09-21	09:47:00	SHA4566Y	12389	0
886	74	2	2016-09-21	08:59:00	SBS8580E	71552	0
887	74	2	2016-09-21	11:59:00	SBS7739L	16843	0
888	74	2	2016-09-21	11:54:00	SHG1234B	70613	0
889	74	2	2016-09-21	13:12:00	SHJ1256M	70613	1
890	74	2	2016-09-21	15:56:00	SBS9412Q	32345	1
891	74	2	2016-09-21	19:13:00	SBS4858H	15777	0
892	74	2	2016-09-21	18:52:00	SBS1014A	63234	0
893	74	2	2016-09-21	21:30:00	SBS3628C	61234	1
894	75	1	2016-09-21	08:38:00	SHR5465B	89439	0
