ServiceNumber	Direction	StopNumber	stoporder
186	2	11089	24
186	2	11079	25
186	2	11069	26
186	2	11159	27
186	2	11149	28
186	2	11139	29
186	2	10299	30
186	2	10289	31
186	2	10279	32
186	2	10269	33
186	2	10249	34
186	2	10239	35
186	2	10229	36
186	2	06149	37
186	2	06159	38
186	2	06169	39
186	2	06189	40
186	2	05129	41
186	2	05319	42
186	2	03059	43
186	2	03129	44
186	2	03218	45
186	2	03219	46
186	2	03239	47
197	1	84009	1
197	1	84139	2
197	1	84129	3
197	1	84151	4
197	1	93131	5
197	1	93049	6
197	1	93039	7
197	1	93201	8
197	1	93029	9
197	1	93019	10
197	1	92089	11
197	1	92079	12
197	1	92069	13
197	1	92059	14
197	1	92049	15
197	1	92241	16
197	1	92161	17
197	1	82071	18
197	1	82081	19
197	1	82091	20
197	1	82231	21
197	1	81141	22
197	1	81151	23
197	1	81161	24
197	1	80259	25
197	1	80111	26
197	1	80049	27
197	1	80039	28
197	1	80029	29
197	1	01339	30
197	1	01329	31
197	1	01229	32
197	1	01139	33
197	1	01039	34
197	1	01029	35
197	1	04167	36
197	1	04249	37
197	1	05029	38
197	1	05199	39
197	1	05189	40
197	1	05259	41
197	1	05239	42
197	1	10021	43
197	1	10041	44
197	1	10051	45
197	1	10061	46
197	1	10071	47
197	1	10501	48
197	1	10081	49
197	1	10091	50
197	1	10101	51
197	1	10111	52
197	1	10131	53
197	1	11519	54
197	1	18041	55
197	1	18131	56
197	1	18101	57
197	1	18071	58
197	1	16091	59
197	1	17121	60
197	1	17131	61
197	1	17141	62
197	1	20011	63
197	1	20021	64
197	1	20031	65
197	1	20051	66
197	1	20271	67
197	1	28221	68
197	1	28231	69
197	1	28241	70
197	1	28439	71
197	1	28009	72
197	2	28009	1
197	2	28301	2
197	2	28431	3
197	2	28249	4
197	2	28239	5
197	2	28229	6
197	2	20059	7
197	2	20039	8
197	2	20029	9
197	2	20019	10
197	2	17149	11
197	2	17139	12
197	2	17129	13
197	2	16099	14
197	2	18079	15
197	2	18109	16
197	2	18049	17
197	2	11511	18
197	2	11019	19
197	2	10139	20
197	2	10119	21
197	2	10109	22
197	2	10099	23
197	2	10089	24
197	2	10079	25
197	2	10069	26
197	2	10059	27
197	2	10049	28
197	2	10039	29
197	2	10018	30
197	2	05013	31
197	2	05023	32
197	2	04222	33
197	2	04142	34
197	2	04151	35
197	2	01013	36
197	2	01112	37
197	2	01121	38
197	2	01211	39
197	2	01311	40
197	2	80011	41
197	2	80031	42
197	2	80051	43
197	2	80119	44
197	2	80251	45
197	2	81169	46
197	2	81159	47
197	2	81149	48
197	2	81139	49
197	2	81129	50
197	2	82119	51
197	2	82099	52
197	2	82089	53
197	2	82079	54
197	2	92169	55
197	2	92249	56
197	2	92041	57
197	2	92051	58
197	2	92061	59
197	2	92071	60
197	2	92081	61
197	2	93011	62
197	2	93021	63
197	2	93031	64
197	2	93041	65
197	2	93139	66
197	2	84159	67
197	2	84121	68
197	2	84131	69
197	2	84009	70
333	1	28009	1
333	1	28301	2
333	1	28431	3
333	1	28249	4
333	1	28239	5
333	1	28659	6
333	1	28649	7
333	1	28639	8
333	1	28321	9
333	1	28331	10
333	1	28451	11
333	1	28461	12
333	1	28471	13
333	1	28481	14
333	1	28459	15
333	1	28339	16
333	1	28329	17
333	1	28631	18
333	1	28641	19
333	1	28651	20
333	1	28231	21
333	1	28241	22
333	1	28439	23
333	1	28009	24
354	1	77009	1
354	1	78109	2
354	1	78099	3
354	1	78251	4
354	1	78261	5
354	1	78271	6
354	1	78279	7
354	1	78269	8
354	1	78259	9
354	1	78091	10
354	1	78101	11
354	1	77009	12
410W	1	53009	1
410W	1	53261	2
410W	1	53391	3
410W	1	53381	4
410W	1	53371	5
410W	1	53321	6
410W	1	53331	7
410W	1	53341	8
410W	1	53351	9
410W	1	53361	10
410W	1	53069	11
410W	1	53059	12
410W	1	53049	13
410W	1	53299	14
410W	1	53129	15
410W	1	53319	16
410W	1	53309	17
410W	1	53419	18
410W	1	53409	19
410W	1	53281	20
410W	1	53271	21
410W	1	53009	22
804	1	59009	1
804	1	59091	2
804	1	59239	3
804	1	59249	4
804	1	59389	5
804	1	59399	6
804	1	59409	7
804	1	59419	8
804	1	59639	9
804	1	59579	10
804	1	59581	11
804	1	59471	12
804	1	59461	13
804	1	59411	14
804	1	59401	15
804	1	59391	16
804	1	59381	17
804	1	59241	18
804	1	59231	19
804	1	59099	20
804	1	59689	21
804	1	59009	22
805	1	59009	1
805	1	59073	2
805	1	59069	3
805	1	59341	4
805	1	59289	5
805	1	59299	6
805	1	59449	7
805	1	59731	8
805	1	59741	9
805	1	59751	10
805	1	59589	11
805	1	59719	12
805	1	59291	13
805	1	59281	14
805	1	59349	15
805	1	59061	16
805	1	59671	17
805	1	59009	18
855	1	59009	1
855	1	59669	2
855	1	59699	3
855	1	59059	4
855	1	59049	5
855	1	59039	6
855	1	59029	7
855	1	59019	8
855	1	55279	9
855	1	55269	10
855	1	55259	11
855	1	55029	12
855	1	55019	13
855	1	56209	14
855	1	56199	15
855	1	56039	16
855	1	56029	17
855	1	56019	18
855	1	53099	19
855	1	53089	20
855	1	53079	21
855	1	53069	22
855	1	53059	23
855	1	53049	24
855	1	53039	25
855	1	53029	26
855	1	53019	27
855	1	51079	28
855	1	51119	29
855	1	40269	30
855	1	40259	31
855	1	41159	32
855	1	41149	33
855	1	41139	34
855	1	41129	35
855	1	41119	36
855	1	41109	37
855	1	11119	38
855	1	11109	39
855	1	11099	40
855	1	11089	41
855	1	11079	42
855	1	11069	43
855	1	11059	44
855	1	11049	45
855	1	11039	46
855	1	11029	47
855	1	11019	48
855	1	10139	49
855	1	10119	50
855	1	10109	51
855	1	10099	52
855	1	10089	53
855	1	10369	54
855	1	14039	55
855	1	14029	56
855	1	14019	57
855	1	14141	58
855	1	14009	59
855	2	14009	1
855	2	14129	2
855	2	14119	3
855	2	14011	4
855	2	14021	5
855	2	14379	6
855	2	14031	7
855	2	10361	8
855	2	10081	9
855	2	10091	10
855	2	10101	11
855	2	10111	12
855	2	10131	13
855	2	11021	14
855	2	11031	15
855	2	11041	16
855	2	11051	17
855	2	11061	18
855	2	11071	19
855	2	11081	20
855	2	11091	21
855	2	11101	22
855	2	11111	23
855	2	41101	24
855	2	41111	25
855	2	41121	26
855	2	41131	27
855	2	41141	28
855	2	41151	29
855	2	40251	30
855	2	40261	31
855	2	51111	32
855	2	51071	33
855	2	53011	34
855	2	53021	35
855	2	53041	36
855	2	53051	37
855	2	53061	38
855	2	53071	39
855	2	53081	40
855	2	53091	41
855	2	56021	42
855	2	56031	43
855	2	56191	44
855	2	56201	45
855	2	55011	46
855	2	55021	47
855	2	55241	48
855	2	55251	49
855	2	55261	50
855	2	55271	51
855	2	59011	52
855	2	59021	53
855	2	59031	54
855	2	59041	55
855	2	59051	56
855	2	59691	57
855	2	59661	58
855	2	59009	59
63M	1	82009	1
63M	1	82061	2
63M	1	83101	3
63M	1	83111	4
63M	1	72011	5
63M	1	71099	6
63M	1	71139	7
63M	1	71101	8
63M	1	71111	9
63M	1	71201	10
63M	1	71211	11
63M	1	71221	12
63M	1	71169	13
63M	1	70391	14
63M	1	70201	15
63M	1	70211	16
63M	1	70221	17
63M	1	70171	18
63M	1	70181	19
63M	1	70191	20
63M	1	71161	21
63M	1	71229	22
63M	1	71219	23
63M	1	71209	24
63M	1	71119	25
63M	1	71109	26
63M	1	71131	27
63M	1	71091	28
63M	1	72019	29
63M	1	83119	30
63M	1	83109	31
63M	1	82069	32
63M	1	82221	33
63M	1	82009	34
74e	1	64009	1
74e	1	64041	2
74e	1	64051	3
74e	1	64071	4
74e	1	64039	5
74e	1	64369	6
74e	1	64359	7
74e	1	64349	8
74e	1	63379	9
74e	1	63389	10
74e	1	63399	11
74e	1	63319	12
74e	1	66109	13
74e	1	66339	14
74e	1	66349	15
74e	1	54299	16
74e	1	54289	17
74e	1	54279	18
74e	1	54269	19
74e	1	54248	20
74e	1	54019	21
74e	1	53169	22
74e	1	53159	23
74e	1	53149	24
74e	1	53139	25
74e	1	53019	26
74e	1	51079	27
74e	1	51119	28
74e	1	41149	29
74e	1	41031	30
74e	1	42149	31
74e	1	12109	32
74e	1	12099	33
74e	1	12089	34
74e	1	12079	35
74e	1	12069	36
74e	1	17119	37
74e	1	17109	38
74e	1	19049	39
74e	1	19039	40
74e	1	19029	41
74e	1	19099	42
74e	1	19071	43
74e	1	18141	44
74e	1	11189	45
74e	1	11379	46
74e	2	11379	1
74e	2	11381	2
74e	2	11181	3
74e	2	11369	4
74e	2	18119	5
74e	2	19091	6
74e	2	19021	7
74e	2	19031	8
74e	2	19041	9
74e	2	17101	10
74e	2	17111	11
74e	2	12061	12
74e	2	12071	13
74e	2	12081	14
74e	2	12091	15
74e	2	12101	16
74e	2	42141	17
74e	2	42059	18
74e	2	41121	19
74e	2	41151	20
74e	2	51071	21
74e	2	53011	22
74e	2	53121	23
74e	2	53131	24
74e	2	53141	25
74e	2	53151	26
74e	2	53161	27
74e	2	54011	28
74e	2	54241	29
74e	2	54261	30
74e	2	54271	31
74e	2	54281	32
74e	2	54291	33
74e	2	54301	34
74e	2	66331	35
74e	2	66101	36
74e	2	63311	37
74e	2	63391	38
74e	2	63381	39
74e	2	63371	40
74e	2	64341	41
74e	2	64351	42
74e	2	64361	43
74e	2	64031	44
74e	2	64079	45
74e	2	64059	46
74e	2	64049	47
74e	2	64009	48
